donor_id,name,age,gender,blood_group,zone,latitude,longitude,phone_number,total_donations,last_donation_date,days_since_last_donation,donation_frequency_days,availability_status,eligible_to_donate,responded_last_emergency,geo_cluster
DNR01541,Vihaan Jain,18,Male,B+,Zone_C_City_Hospital,8.468862,77.041769,9977399222,3,2025-07-25,356.0,128.0,Temporarily Unavailable,1,1,2
DNR01542,Deepak Fernandes,18,Female,A+,Zone_A_General_Hospital,8.521905,76.916477,9927200028,5,2024-02-07,890.0,157.0,Available,1,1,3
DNR01543,Isha Pandey,44,Female,O+,Zone_E_Community_Clinic,8.550356,76.996632,9780631093,2,2026-07-05,11.0,179.0,Available,0,1,0
DNR01544,Nida Rao,28,Male,O+,Zone_D_Cottage_Hospital,8.55631,76.883652,9427258676,3,2026-05-22,55.0,140.0,Available,0,0,4
DNR01545,Divya Menon,37,Female,O+,Zone_C_City_Hospital,8.505131,76.974483,9706570606,7,2025-01-10,552.0,90.0,Not Available,1,1,0
DNR01546,Rohan Khan,33,Male,O-,Zone_E_Community_Clinic,8.489152,77.004382,9337079167,3,2024-08-01,714.0,106.0,Temporarily Unavailable,1,0,2
DNR01547,Rohan Menon,45,Male,A+,Zone_D_Cottage_Hospital,8.454938,76.891857,9908356009,3,2025-04-16,456.0,82.0,Temporarily Unavailable,1,0,3
DNR01548,Lakshmi Panicker,28,Female,A+,Zone_E_Community_Clinic,8.477252,76.978402,9338462628,1,2026-04-15,92.0,,Temporarily Unavailable,1,1,2
DNR01549,Deepak Verma,42,Male,AB+,Zone_D_Cottage_Hospital,8.590066,76.930406,9241936908,6,2026-02-15,151.0,60.0,Available,1,1,4
DNR01550,Amit Pillai,27,Female,B+,Zone_D_Cottage_Hospital,8.515076,76.914766,9900275928,2,2024-12-08,585.0,177.0,Available,1,1,3
DNR01551,Vihaan Varghese,47,Female,A+,Zone_D_Cottage_Hospital,8.520064,77.029922,9191352864,4,2025-10-21,268.0,130.0,Available,1,1,0
DNR01552,Anil Mathew,18,Female,O+,Zone_D_Cottage_Hospital,8.480754,76.901218,9849332765,3,2024-05-15,792.0,150.0,Temporarily Unavailable,1,1,3
DNR01553,Ishaan Mishra,34,Female,O+,Zone_B_Medical_College,8.52557,76.912815,9700539700,3,2025-03-11,492.0,84.0,Temporarily Unavailable,1,1,3
DNR01554,Aadhya Joseph,18,Male,AB+,Zone_D_Cottage_Hospital,8.519367,76.945432,9713461653,1,2024-09-17,667.0,,Available,1,1,0
DNR01555,Aadhya Varghese,34,Female,A+,Zone_E_Community_Clinic,8.572618,76.980977,9662906773,6,2024-06-23,753.0,126.0,Available,1,1,0
DNR01556,Meera Das,18,Male,A-,Zone_A_General_Hospital,8.557432,76.909801,9934052476,4,2025-10-17,272.0,128.0,Available,1,1,4
DNR01557,Deepak Khan,27,Male,O+,Zone_E_Community_Clinic,8.43895,76.980454,9220828027,4,2026-04-16,91.0,136.0,Available,1,1,2
DNR01558,Hassan Fernandes,47,Male,O+,Zone_D_Cottage_Hospital,8.548341,76.913146,9492203150,0,,,,Available,1,1,4
DNR01559,Vikram Iyer,42,Male,AB-,Zone_C_City_Hospital,8.402179,77.016901,9737670731,4,2025-07-29,352.0,120.0,Temporarily Unavailable,1,0,2
DNR01560,Ali Nair,36,Female,A+,Zone_C_City_Hospital,8.564379,76.914288,9475505122,8,2026-01-24,173.0,93.0,Available,1,1,4
DNR01561,Radha Sen,38,Male,O+,Zone_D_Cottage_Hospital,8.434975,76.91363,9256571398,4,2024-10-16,638.0,130.0,Available,1,0,3
DNR01562,Manoj Menon,37,Female,B+,Zone_B_Medical_College,8.550038,76.931681,9835898867,4,2025-12-24,204.0,163.0,Available,1,0,4
DNR01563,Suresh Sharma,18,Male,B+,Zone_A_General_Hospital,8.506121,76.90647,9894119729,3,2026-03-23,115.0,138.0,Available,1,1,3
DNR01564,Vihaan Das,37,Female,B+,Zone_E_Community_Clinic,8.362726,76.99513,9993830749,9,2026-02-15,151.0,120.0,Not Available,1,1,2
DNR01565,Maria Verma,28,Male,A+,Zone_A_General_Hospital,8.565647,76.922005,9844956951,9,2025-07-30,351.0,149.0,Not Available,1,1,4
DNR01566,Jacob Kumar,26,Male,AB+,Zone_C_City_Hospital,8.440708,77.060442,9605936741,4,2025-04-12,460.0,86.0,Available,1,1,2
DNR01567,Vivaan Khan,27,Male,B+,Zone_B_Medical_College,8.552617,76.876541,9677678962,5,2024-06-19,757.0,97.0,Available,1,1,4
DNR01568,Kavya Iyer,43,Male,O+,Zone_E_Community_Clinic,8.57653,77.020048,9905687707,3,2025-01-27,535.0,60.0,Available,1,1,0
DNR01569,Riya Varghese,18,Female,B+,Zone_D_Cottage_Hospital,8.622349,76.833191,9883749478,3,2024-10-17,637.0,95.0,Available,1,1,4
DNR01570,Rohan Krishnan,32,Male,O+,Zone_A_General_Hospital,8.531374,77.050329,9725996789,5,2025-06-26,385.0,120.0,Available,1,1,0
DNR01571,Anna Naidu,34,Male,O+,Zone_E_Community_Clinic,8.480297,77.091897,9374294163,2,2026-06-02,44.0,161.0,Not Available,0,0,2
DNR01572,Ananya Menon,38,Male,O+,Zone_C_City_Hospital,8.498365,76.997176,9947384695,5,2025-12-23,205.0,169.0,Available,1,1,0
DNR01573,Fatima Chandran,40,Male,A+,Zone_C_City_Hospital,8.393232,76.969533,9599247875,5,2026-05-23,54.0,164.0,Available,0,1,2
DNR01574,Ali Nair,26,Female,A+,Zone_A_General_Hospital,8.489591,77.05073,9809069927,6,2025-06-14,397.0,127.0,Available,1,1,2
DNR01575,Saanvi Naidu,28,Female,B-,Zone_C_City_Hospital,8.54722,76.890832,9215847550,1,2024-02-12,885.0,,Available,1,0,4
DNR01576,Vivaan Verma,31,Male,O+,Zone_D_Cottage_Hospital,8.467147,76.915387,9508774805,2,2025-11-22,236.0,145.0,Not Available,1,1,3
DNR01577,Neha Krishnan,47,Female,O-,Zone_A_General_Hospital,8.594574,76.987227,9620402022,6,2025-08-27,323.0,128.0,Available,1,1,0
DNR01578,George Chandran,43,Female,B+,Zone_E_Community_Clinic,8.531414,76.899625,9300164147,6,2026-04-17,90.0,151.0,Not Available,1,1,4
DNR01579,Aadhya Mathew,28,Female,O+,Zone_D_Cottage_Hospital,8.478197,76.908806,9865007974,6,2024-12-19,574.0,111.0,Available,1,1,3
DNR01580,Vivaan Menon,51,Female,O+,Zone_B_Medical_College,8.519899,76.985533,9668455421,0,,,,Available,1,0,0
DNR01581,Sneha Khan,25,Female,B+,Zone_D_Cottage_Hospital,8.605579,76.896347,9899283454,5,2025-06-09,402.0,161.0,Temporarily Unavailable,1,1,4
DNR01582,Ananya Nair,18,Female,B+,Zone_C_City_Hospital,8.45322,77.052581,9477863798,3,2024-08-15,700.0,226.0,Temporarily Unavailable,1,1,2
DNR01583,Vikram Rao,50,Male,O+,Zone_C_City_Hospital,8.492881,76.969547,9638214657,4,2025-11-17,241.0,175.0,Available,1,1,2
DNR01584,Saanvi Bose,40,Male,A+,Zone_A_General_Hospital,8.51239,76.836673,9376681108,5,2024-10-14,640.0,76.0,Available,1,1,1
DNR01585,Jessy Ahmed,55,Female,O+,Zone_A_General_Hospital,8.579595,76.892892,9400855850,5,2024-12-25,568.0,85.0,Available,1,1,4
DNR01586,Isha Sharma,18,Male,AB+,Zone_C_City_Hospital,8.51973,77.10232,9805375110,5,2025-06-09,402.0,60.0,Temporarily Unavailable,1,1,0
DNR01587,Ishaan Pillai,35,Male,AB+,Zone_D_Cottage_Hospital,8.659728,76.986606,9827991473,3,2025-01-29,533.0,108.0,Temporarily Unavailable,1,0,4
DNR01588,Radha Chatterjee,34,Male,A+,Zone_B_Medical_College,8.682179,76.921029,9358085454,7,2025-05-15,427.0,125.0,Temporarily Unavailable,1,0,4
DNR01589,Swati Sharma,31,Male,AB+,Zone_D_Cottage_Hospital,8.604577,76.926677,9750009892,2,2025-08-31,319.0,60.0,Temporarily Unavailable,1,0,4
DNR01590,Amit Thomas,32,Male,B+,Zone_E_Community_Clinic,8.41579,76.903521,9322003929,4,2026-03-04,134.0,86.0,Temporarily Unavailable,1,1,3
DNR01591,Ali Sharma,27,Male,B+,Zone_E_Community_Clinic,8.586392,77.0022,9834491630,6,2025-01-08,554.0,141.0,Available,1,1,0
DNR01592,Jacob Iyer,48,Male,A+,Zone_B_Medical_College,8.742287,76.80112,9839305702,3,2025-09-03,316.0,124.0,Available,1,1,4
DNR01593,Ayesha Yadav,19,Male,A+,Zone_E_Community_Clinic,8.538949,77.047941,9561778017,1,2026-02-28,138.0,,Temporarily Unavailable,1,0,0
DNR01594,Jose Mishra,31,Male,O+,Zone_B_Medical_College,8.59544,76.881474,9706496928,5,2024-09-13,671.0,156.0,Available,1,1,4
DNR01595,Jose Reddy,38,Male,B+,Zone_C_City_Hospital,8.411054,76.861209,9698439590,1,2026-05-08,69.0,,Available,0,1,3
DNR01596,Shreya Pandey,40,Female,A+,Zone_A_General_Hospital,8.428996,76.889288,9441017812,4,2026-01-09,188.0,141.0,Not Available,1,0,3
DNR01597,Alice Yadav,35,Female,O+,Zone_B_Medical_College,8.456034,76.982144,9131657501,4,2024-07-02,744.0,60.0,Available,1,0,2
DNR01598,Sara Khan,21,Male,O+,Zone_D_Cottage_Hospital,8.525758,76.911446,9425717549,5,2025-05-21,421.0,169.0,Temporarily Unavailable,1,1,3
DNR01599,Manoj Pandey,35,Female,A+,Zone_C_City_Hospital,8.582544,77.012103,9936560721,1,2026-02-11,155.0,,Temporarily Unavailable,1,0,0
DNR01600,Aadhya Kumar,34,Female,O+,Zone_B_Medical_College,8.52211,76.930219,9128130121,5,2026-01-08,189.0,192.0,Available,1,0,3
DNR01601,Sara Chandran,33,Male,AB-,Zone_E_Community_Clinic,8.545434,76.915254,9750262890,9,2025-10-16,273.0,187.0,Available,1,1,4
DNR01602,Swati Chandran,21,Male,A+,Zone_B_Medical_College,8.546664,76.954511,9349304100,5,2024-11-13,610.0,159.0,Available,1,1,0
DNR01603,Isha Naidu,32,Male,O+,Zone_A_General_Hospital,8.532918,76.939116,9185336088,5,2025-07-14,367.0,77.0,Available,1,0,0
DNR01604,Fatima Mishra,37,Female,O+,Zone_D_Cottage_Hospital,8.486946,76.883004,9243974416,0,,,,Not Available,1,1,3
DNR01605,Neha Chatterjee,56,Male,B+,Zone_E_Community_Clinic,8.481366,77.027946,9864524716,4,2025-03-23,480.0,112.0,Available,1,0,2
DNR01606,Ali Sheikh,20,Male,AB+,Zone_B_Medical_College,8.516019,76.920301,9516032315,4,2024-02-25,872.0,151.0,Available,1,1,3
DNR01607,Pooja Joseph,43,Male,AB+,Zone_B_Medical_College,8.511673,76.904601,9307511166,5,2026-01-30,167.0,140.0,Temporarily Unavailable,1,1,3
DNR01608,Isha Menon,28,Male,A+,Zone_D_Cottage_Hospital,8.595083,76.811975,9116121432,2,2024-05-25,782.0,120.0,Available,1,1,1
DNR01609,Elizabeth Gupta,29,Male,B+,Zone_D_Cottage_Hospital,8.564085,76.895428,9897110135,1,2025-12-01,227.0,,Available,1,1,4
DNR01610,Hassan Iyer,21,Female,O+,Zone_B_Medical_College,8.495763,76.904475,9290136266,5,2026-05-10,67.0,87.0,Not Available,0,0,3
DNR01611,Elizabeth Thomas,38,Male,AB+,Zone_E_Community_Clinic,8.672989,76.924388,9838586956,1,2025-03-02,501.0,,Available,1,1,4
DNR01612,Rahul Chatterjee,34,Male,B+,Zone_D_Cottage_Hospital,8.653718,77.064346,9559084418,1,2025-11-06,252.0,,Available,1,0,0
DNR01613,Anil Mishra,39,Female,B+,Zone_A_General_Hospital,8.500901,76.98307,9889556480,6,2024-11-01,622.0,86.0,Available,1,1,0
DNR01614,Maria Ahmed,36,Female,B+,Zone_C_City_Hospital,8.519754,76.965509,9756598356,6,2025-06-08,403.0,140.0,Temporarily Unavailable,1,0,0
DNR01615,Farhan Panicker,44,Female,O+,Zone_E_Community_Clinic,8.415601,76.988062,9663961987,4,2025-01-13,549.0,160.0,Available,1,1,2
DNR01616,Ali Yadav,44,Male,O+,Zone_A_General_Hospital,8.49508,76.968794,9217377475,9,2025-01-29,533.0,126.0,Not Available,1,0,0
DNR01617,Manoj Thomas,23,Male,B+,Zone_A_General_Hospital,8.411328,76.916811,9363841612,4,2024-01-30,898.0,154.0,Available,1,1,3
DNR01618,Divya Varghese,42,Male,O+,Zone_D_Cottage_Hospital,8.556563,76.925095,9142146105,2,2024-06-24,752.0,91.0,Available,1,1,4
DNR01619,Nisha Ahmed,34,Female,O+,Zone_E_Community_Clinic,8.464077,76.92699,9777153720,8,2024-05-24,783.0,141.0,Temporarily Unavailable,1,1,3
DNR01620,Vihaan Iyer,43,Female,AB+,Zone_C_City_Hospital,8.476341,76.948743,9527392079,5,2025-04-22,450.0,147.0,Temporarily Unavailable,1,0,3
DNR01621,Jessy Verma,32,Male,B+,Zone_C_City_Hospital,8.475891,76.966515,9278763625,4,2025-03-31,472.0,172.0,Available,1,1,2
DNR01622,Deepak Verma,18,Female,O+,Zone_E_Community_Clinic,8.477383,76.890379,9840831347,5,2026-05-22,55.0,156.0,Temporarily Unavailable,0,0,3
DNR01623,Divya Yadav,35,Female,B+,Zone_B_Medical_College,8.639476,76.810215,9991091361,6,2025-03-29,474.0,100.0,Not Available,1,0,1
DNR01624,Ali Thomas,39,Female,AB-,Zone_A_General_Hospital,8.618229,76.994558,9637577213,8,2024-07-07,739.0,91.0,Available,1,1,0
DNR01625,Krishna Reddy,36,Male,O+,Zone_E_Community_Clinic,8.478712,76.918363,9686700164,3,2024-08-03,712.0,67.0,Available,1,1,3
DNR01626,Ishaan Ahmed,44,Male,O-,Zone_D_Cottage_Hospital,8.490934,76.868413,9584135007,3,2025-08-19,331.0,142.0,Available,1,1,3
DNR01627,Vivaan Reddy,18,Male,O+,Zone_D_Cottage_Hospital,8.576413,76.922766,9865185345,2,2024-11-19,604.0,74.0,Available,1,0,4
DNR01628,Anna Iyer,28,Male,B+,Zone_D_Cottage_Hospital,8.572231,76.872756,9368523822,8,2026-04-15,92.0,79.0,Available,1,0,4
DNR01629,Rahul Krishnan,24,Female,B+,Zone_B_Medical_College,8.605334,76.759707,9887334437,5,2024-07-11,735.0,113.0,Available,1,1,1
DNR01630,Krishna Pillai,30,Male,A+,Zone_A_General_Hospital,8.581961,77.037969,9582537877,7,2024-07-23,723.0,113.0,Not Available,1,1,0
DNR01631,Muhammad Sheikh,41,Other,O+,Zone_A_General_Hospital,8.581082,77.001348,9859435175,2,2025-01-26,536.0,60.0,Available,1,1,0
DNR01632,Ramesh Pandey,23,Male,B+,Zone_E_Community_Clinic,8.446451,77.072093,9271690961,5,2024-10-28,626.0,191.0,Available,1,1,2
DNR01633,Ramesh Varghese,19,Male,A-,Zone_D_Cottage_Hospital,8.552861,76.800374,9147143794,0,,,,Temporarily Unavailable,1,1,1
DNR01634,Nida Reddy,34,Male,O+,Zone_C_City_Hospital,8.449985,77.10447,9808165309,4,2024-12-14,579.0,125.0,Temporarily Unavailable,1,1,2
DNR01635,George Sharma,32,Female,O+,Zone_B_Medical_College,8.568353,76.91355,9255270986,4,2024-02-08,889.0,120.0,Available,1,1,4
DNR01636,Diya Mishra,29,Male,AB+,Zone_A_General_Hospital,8.584643,76.912398,9430779274,6,2025-05-13,429.0,95.0,Available,1,1,4
DNR01637,Sneha Pandey,28,Female,AB+,Zone_D_Cottage_Hospital,8.591101,76.893648,9772648626,7,2025-09-24,295.0,93.0,Available,1,1,4
DNR01638,Diya Kumar,41,Male,O+,Zone_B_Medical_College,8.552319,76.955371,9103793417,4,2025-12-21,207.0,60.0,Available,1,1,0
DNR01639,Radha Mishra,18,Male,B-,Zone_C_City_Hospital,8.537341,77.059966,9592463803,5,2026-07-04,12.0,153.0,Available,0,1,0
DNR01640,Pooja Chatterjee,39,Female,A+,Zone_D_Cottage_Hospital,8.595365,76.812777,9966997739,6,2025-01-06,556.0,105.0,Available,1,1,1
DNR01641,Aarav Chandran,36,Female,A+,Zone_D_Cottage_Hospital,8.610377,76.781849,9332866519,4,2025-11-15,243.0,87.0,Available,1,1,1
DNR01642,Kiran Naidu,53,Male,A+,Zone_D_Cottage_Hospital,8.658223,76.897655,9540396677,4,2025-04-08,464.0,167.0,Temporarily Unavailable,1,1,4
DNR01643,Manoj Pillai,42,Male,O+,Zone_E_Community_Clinic,8.569027,77.042234,9107057729,5,2024-11-09,614.0,157.0,Temporarily Unavailable,1,1,0
DNR01644,Meera Yadav,42,Female,B+,Zone_E_Community_Clinic,8.450602,77.020071,9765468716,2,2025-10-05,284.0,86.0,Available,1,0,2
DNR01645,Muhammad Varghese,34,Female,B+,Zone_B_Medical_College,8.513756,76.972191,9298470427,4,2026-05-27,50.0,102.0,Available,0,1,0
DNR01646,Rohan Menon,45,Female,AB+,Zone_C_City_Hospital,8.589783,76.919904,9256094585,3,2026-06-09,37.0,93.0,Available,0,0,4
DNR01647,Steven Menon,18,Female,B-,Zone_E_Community_Clinic,8.467879,76.982419,9747772834,6,2024-03-10,858.0,60.0,Available,1,1,2
DNR01648,Sneha Khan,23,Female,B+,Zone_A_General_Hospital,8.546552,76.997779,9216917219,4,2026-05-27,50.0,67.0,Available,0,0,0
DNR01649,Sunil Reddy,44,Male,B+,Zone_B_Medical_College,8.536534,76.877557,9405351281,4,2024-08-27,688.0,72.0,Available,1,1,1
DNR01650,Radha Naidu,36,Female,A+,Zone_E_Community_Clinic,8.599367,77.014775,9945365074,8,2024-12-07,586.0,125.0,Available,1,1,0
DNR01651,Nisha Reddy,30,Male,O-,Zone_D_Cottage_Hospital,8.583432,76.828725,9904592121,0,,,,Available,1,1,1
DNR01652,Kiran Sheikh,35,Male,O+,Zone_A_General_Hospital,8.559401,76.899322,9925183459,3,2026-04-12,95.0,86.0,Not Available,1,0,4
DNR01653,Sneha Khan,18,Female,A+,Zone_C_City_Hospital,8.500015,77.004952,9980752567,4,2025-06-23,388.0,92.0,Available,1,1,0
DNR01654,Arjun Mishra,45,Female,O+,Zone_D_Cottage_Hospital,8.521419,76.833225,9691063829,2,2024-03-05,863.0,84.0,Temporarily Unavailable,1,1,1
DNR01655,Arjun Verma,23,Female,AB-,Zone_D_Cottage_Hospital,8.569674,76.921207,9231021447,5,2026-03-01,137.0,82.0,Not Available,1,0,4
DNR01656,Fatima Chatterjee,36,Female,A+,Zone_C_City_Hospital,8.392201,77.000919,9665918566,2,2025-08-13,337.0,109.0,Available,1,1,2
DNR01657,Sunil Mathew,43,Male,A+,Zone_B_Medical_College,8.45491,76.856102,9324466780,4,2024-08-03,712.0,122.0,Temporarily Unavailable,1,0,3
DNR01658,Radha Menon,32,Female,O+,Zone_A_General_Hospital,8.636551,77.037001,9883540031,4,2024-12-08,585.0,178.0,Available,1,1,0
DNR01659,Muhammad Mathew,32,Female,A+,Zone_A_General_Hospital,8.603703,76.995636,9877468683,1,2025-03-08,495.0,,Available,1,1,0
DNR01660,Fatima Chandran,31,Male,B+,Zone_C_City_Hospital,8.41101,77.006069,9753741918,6,2025-05-05,437.0,85.0,Available,1,1,2
DNR01661,Steven Khan,28,Female,AB+,Zone_C_City_Hospital,8.489878,76.903009,9717554752,5,2025-01-24,538.0,91.0,Available,1,1,3
DNR01662,Radha Sheikh,29,Female,O-,Zone_B_Medical_College,8.510194,76.876043,9704124018,4,2024-10-25,629.0,153.0,Available,1,1,3
DNR01663,Pooja Mathew,29,Male,AB+,Zone_D_Cottage_Hospital,8.573398,76.946694,9967562309,6,2025-02-27,504.0,189.0,Temporarily Unavailable,1,1,4
DNR01664,Diya Yadav,25,Male,B+,Zone_E_Community_Clinic,8.563619,76.930655,9860839571,8,2025-11-20,238.0,153.0,Temporarily Unavailable,1,1,4
DNR01665,Anika Iyer,39,Female,B+,Zone_A_General_Hospital,8.507649,77.043995,9125755631,3,2026-03-17,121.0,127.0,Temporarily Unavailable,1,0,0
DNR01666,Ravi Rao,25,Male,B+,Zone_A_General_Hospital,8.479889,76.967647,9322619790,3,2024-06-21,755.0,172.0,Available,1,1,2
DNR01667,Jacob Chandran,23,Female,B+,Zone_D_Cottage_Hospital,8.54985,76.901378,9148846868,6,2025-05-19,423.0,141.0,Available,1,1,4
DNR01668,Amit Sheikh,18,Male,O+,Zone_E_Community_Clinic,8.488088,76.969687,9784514218,3,2024-04-12,825.0,92.0,Not Available,1,0,2
DNR01669,Kavya Nair,25,Male,A+,Zone_B_Medical_College,8.557098,76.852828,9402394369,4,2024-08-09,706.0,190.0,Available,1,0,1
DNR01670,Riya Bose,28,Female,B+,Zone_A_General_Hospital,8.556942,76.936883,9422427487,5,2025-09-04,315.0,115.0,Available,1,1,4
DNR01671,Neha Varghese,41,Male,A+,Zone_C_City_Hospital,8.509694,76.898009,9106583399,3,2024-05-22,785.0,99.0,Available,1,1,3
DNR01672,Krishna Naidu,35,Female,AB+,Zone_C_City_Hospital,8.441184,76.955125,9525254727,3,2025-08-01,349.0,143.0,Available,1,1,3
DNR01673,Imran Panicker,24,Male,B+,Zone_E_Community_Clinic,8.51107,77.025825,9993399121,5,2026-06-17,29.0,166.0,Not Available,0,0,0
DNR01674,Diya Iyer,34,Female,A+,Zone_C_City_Hospital,8.431512,76.893127,9462856928,2,2024-03-15,853.0,121.0,Available,1,0,3
DNR01675,Elizabeth Naidu,33,Male,B+,Zone_D_Cottage_Hospital,8.529365,76.890285,9956045379,2,2025-03-18,485.0,164.0,Available,1,1,3
DNR01676,Aditya Rao,45,Female,B+,Zone_B_Medical_College,8.574763,76.848694,9266844758,3,2025-03-10,493.0,74.0,Available,1,1,1
DNR01677,Muhammad Thomas,50,Female,O+,Zone_E_Community_Clinic,8.577752,76.948528,9596573456,2,2025-08-07,343.0,155.0,Temporarily Unavailable,1,1,4
DNR01678,Thomas Sen,33,Male,B+,Zone_D_Cottage_Hospital,8.512943,76.810884,9160153467,4,2024-06-16,760.0,131.0,Available,1,1,1
DNR01679,Alice Mathew,45,Male,O+,Zone_C_City_Hospital,8.52205,76.898471,9878424329,2,2024-12-15,578.0,138.0,Available,1,0,3
DNR01680,Zara Khan,46,Male,AB+,Zone_E_Community_Clinic,8.499498,76.989984,9120098766,6,2025-01-14,548.0,60.0,Available,1,1,0
DNR01681,Kavya Panicker,18,Male,O+,Zone_C_City_Hospital,8.568916,76.96236,9954465272,5,2024-04-19,818.0,103.0,Not Available,1,0,0
DNR01682,Vikram Pillai,22,Female,O+,Zone_B_Medical_College,8.726541,76.87138,9133471933,2,2025-10-02,287.0,143.0,Temporarily Unavailable,1,0,4
DNR01683,Amit Ahmed,37,Male,A+,Zone_E_Community_Clinic,8.502354,76.96822,9278208378,3,2024-03-06,862.0,87.0,Available,1,1,0
DNR01684,Swati Chandran,35,Female,AB-,Zone_D_Cottage_Hospital,8.568611,76.888375,9739082402,4,2026-01-06,191.0,84.0,Available,1,0,4
DNR01685,Krishna Chatterjee,43,Male,O+,Zone_C_City_Hospital,8.446425,77.001976,9437691152,1,2024-07-24,722.0,,Available,1,1,2
DNR01686,Ayesha Menon,24,Female,B+,Zone_C_City_Hospital,8.576666,77.08785,9193198413,5,2025-05-19,423.0,91.0,Available,1,1,0
DNR01687,Pooja Yadav,32,Female,AB+,Zone_B_Medical_College,8.520086,76.83721,9585230723,8,2025-07-01,380.0,81.0,Available,1,1,1
DNR01688,Alice Verma,45,Male,O+,Zone_B_Medical_College,8.556031,76.910288,9424611800,2,2025-01-25,537.0,130.0,Not Available,1,1,4
DNR01689,Diya Kumar,18,Male,B+,Zone_C_City_Hospital,8.544098,76.859448,9140152609,3,2024-05-04,803.0,119.0,Available,1,0,1
DNR01690,Nida Iyer,43,Female,A+,Zone_A_General_Hospital,8.518652,76.933134,9643307666,4,2025-04-18,454.0,83.0,Not Available,1,0,3
DNR01691,Vivaan Bose,24,Other,A+,Zone_D_Cottage_Hospital,8.512047,76.937875,9265439752,10,2025-02-19,512.0,133.0,Available,1,1,3
DNR01692,Aadhya Khan,38,Male,B+,Zone_D_Cottage_Hospital,8.488657,76.771811,9662241242,8,2024-06-26,750.0,68.0,Available,1,1,1
DNR01693,Sneha Mishra,35,Male,AB+,Zone_C_City_Hospital,8.48887,76.941528,9926224353,3,2026-02-20,146.0,133.0,Not Available,1,1,3
DNR01694,George Kumar,52,Male,B-,Zone_E_Community_Clinic,8.432419,76.995389,9242503964,2,2024-08-23,692.0,60.0,Available,1,1,2
DNR01695,Kavya Pandey,26,Male,B+,Zone_A_General_Hospital,8.451889,76.978345,9516169674,5,2025-04-02,470.0,104.0,Available,1,1,2
DNR01696,Ayesha Chatterjee,23,Male,AB+,Zone_E_Community_Clinic,8.517877,76.957982,9104412943,5,2026-03-20,118.0,62.0,Available,1,1,0
DNR01697,Sneha Jain,53,Male,A+,Zone_A_General_Hospital,8.477126,77.077421,9738111425,5,2024-08-12,703.0,60.0,Available,1,1,2
DNR01698,George Pillai,31,Female,O+,Zone_C_City_Hospital,8.460985,76.924029,9149542207,4,2025-03-25,478.0,132.0,Available,1,1,3
DNR01699,Reyansh Mathew,26,Male,O+,Zone_C_City_Hospital,8.524763,76.799367,9720150147,3,2026-06-23,23.0,147.0,Temporarily Unavailable,0,0,1
DNR01700,Sara Verma,31,Female,O+,Zone_B_Medical_College,8.683903,76.901619,9315344841,4,2025-08-22,328.0,132.0,Not Available,1,1,4
DNR01701,Aadhya Verma,18,Male,B+,Zone_C_City_Hospital,8.546993,76.951728,9442684477,2,2025-01-17,545.0,94.0,Available,1,1,0
DNR01702,Nida Thomas,47,Female,AB+,Zone_A_General_Hospital,8.521213,76.963218,9260331909,5,2025-10-10,279.0,106.0,Not Available,1,1,0
DNR01703,Ananya Gupta,29,Other,B-,Zone_A_General_Hospital,8.4319,77.054498,9768882058,4,2026-07-01,15.0,139.0,Available,0,0,2
DNR01704,Nisha Mathew,37,Male,O+,Zone_A_General_Hospital,8.504223,76.891526,9682535775,4,2025-12-17,211.0,113.0,Temporarily Unavailable,1,1,3
DNR01705,Vikram Varghese,27,Female,B-,Zone_C_City_Hospital,8.568827,76.892957,9251995483,2,2025-10-12,277.0,76.0,Available,1,0,4
DNR01706,Ayesha Bose,33,Female,A+,Zone_C_City_Hospital,8.529843,76.954945,9362878922,1,2024-12-06,587.0,,Available,1,1,0
DNR01707,Ananya Pillai,41,Male,A+,Zone_C_City_Hospital,8.436091,76.897725,9463718119,5,2024-10-27,627.0,105.0,Available,1,1,3
DNR01708,Shreya Thomas,40,Female,B+,Zone_A_General_Hospital,8.452405,76.984246,9131130659,5,2026-03-05,133.0,140.0,Available,1,0,2
DNR01709,Priya Yadav,39,Female,B+,Zone_A_General_Hospital,8.531545,76.858997,9511886978,4,2026-03-30,108.0,98.0,Available,1,0,1
DNR01710,Vihaan Pillai,41,Female,B+,Zone_D_Cottage_Hospital,8.462884,76.822396,9292181526,4,2025-06-10,401.0,78.0,Available,1,1,1
DNR01711,Ayesha Chandran,24,Male,O+,Zone_E_Community_Clinic,8.418462,76.905137,9997835424,6,2024-10-10,644.0,140.0,Available,1,1,3
DNR01712,Fatima Krishnan,38,Female,B+,Zone_D_Cottage_Hospital,8.555848,76.832416,9481848698,1,2024-10-23,631.0,,Available,1,1,1
DNR01713,Sneha Khan,41,Male,AB+,Zone_B_Medical_College,8.581294,76.868417,9914328532,5,2024-07-16,730.0,157.0,Available,1,1,4
DNR01714,Hassan Bose,40,Male,O+,Zone_E_Community_Clinic,8.58411,76.922268,9911472797,2,2026-04-27,80.0,103.0,Available,0,1,4
DNR01715,Sara Thomas,29,Female,O+,Zone_E_Community_Clinic,8.589016,77.050281,9199767978,6,2026-03-04,134.0,84.0,Temporarily Unavailable,1,1,0
DNR01716,Maria Bose,34,Male,O-,Zone_D_Cottage_Hospital,8.498755,76.998541,9589179779,3,2026-04-08,99.0,89.0,Available,1,1,0
